ds,event,predicted_total,predicted_change,new_prediction
2026-02-18,['early_ramadan'],266.48205946391846,7.674586347496161,286.93345521806293
2026-02-20,['early_ramadan'],281.51438090173565,10.028794996067246,309.7468810468186
2026-02-27,['early_ramadan'],233.52560079175822,10.638411957911465,258.3690162311732
2026-03-18,['late_ramadan'],303.9293171808812,26.712022481746683,385.11498471485737
2026-03-20,['eid_al_fitr'],120.36798652197923,17.105105341095488,140.9570574135194
2026-03-24,['no_major_event'],127.62192103226589,1.2570898898785172,129.22624329883124
