ds,event,predicted_total,predicted_change,new_prediction
2026-04-11,['diwali'],463.39778270914144,13.117365321852017,524.1833627604615
2026-04-12,['diwali'],490.6431980174393,13.305968822872646,555.9280289771851
2026-04-13,['diwali'],252.05649759707472,15.501862474075134,291.1299492115437
2026-04-14,['no_major_event'],144.8919801346792,-5.196561377988331,137.36257945519793
