ds,event,total,predicted_total,predicted_change,new_prediction
2023-06-26,['hajj_season'],115.0,103.99022179809846,8.076364262815853,112.38885090822303
2023-06-26,['hajj_season'],297.0,277.75079619214597,8.076364262815853,300.182962235495
2023-06-27,['hajj_season'],464.0,289.52031101625585,6.099028135544492,307.1782362432532
