ds,event,predicted_total,predicted_change,new_prediction
2023-04-01,['pandemic'],251.0393393535095,-23.578207238858,191.84876366967904
2023-04-01,['pandemic'],144.62302294331758,-23.578207238858,110.52350687864102
2023-04-12,['pandemic'],373.11157254148736,-26.346921002846813,274.80816127150223
2023-04-12,['pandemic'],158.6603675190723,-26.346921002846813,116.85824582599592
2023-04-12,['pandemic'],302.8006011251469,-26.346921002846813,223.0219659505592
2023-05-04,['no_major_event'],475.7328835856107,-1.0051317142606069,470.9511414975252
2023-05-11,['no_major_event'],228.44607254410056,0.1353592715020459,228.7552954836713
